iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3,field_cd_name
196,3.0,Female,5,2,9,20,5,5.0,1,1,214.0,1,0.0,0,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,1,7.0,8.0,8.0,7.0,9.0,5.0,6.0,6.0,2.0,25.0,"Religion, GSAS",7.0,,,,Asian_American,1.0,6.0,"Taipei, Taiwan",,,1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,,17.65,17.65,17.65,15.69,15.69,15.69,8.0,8.0,7.0,7.0,7.0,7.0,18.75,18.75,16.67,16.67,14.58,14.58,9.0,9.0,9.0,9.0,9.0,,,,,,1,5.0,8.0,7.0,9.0,8.0,5.0,6.0,5.0,1.0,,15.56,17.78,17.78,15.56,15.56,17.78,,,,,,2.0,3.0,3.0,,,,,,,17.39,17.39,17.39,15.22,15.22,17.39,8.0,7.0,8.0,8.0,7.0,6.0,21.62,16.22,16.22,18.92,13.51,13.51,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,History/Religion/Philosophy
197,4.0,Female,7,2,9,20,3,3.0,19,1,214.0,0,-0.04,0,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,1,8.0,8.0,9.0,6.0,8.0,5.0,8.0,6.0,2.0,24.0,International Affairs and Public Health,13.0,,,,Other,2.0,1.0,Berkeley,"92,064","53,229.00",1.0,4.0,3.0,Development work,7.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,,14.0,18.0,20.0,18.0,16.0,14.0,9.0,6.0,9.0,9.0,7.0,6.0,23.81,14.29,19.05,16.67,14.29,11.9,7.0,8.0,9.0,9.0,7.0,,,,,,0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,5.0,2.0,7.0,14.58,16.67,18.75,20.83,14.58,14.58,7.0,8.0,9.0,9.0,6.0,3.0,3.0,2.0,,,,,,,18.37,14.29,20.41,20.41,14.29,12.24,9.0,8.0,7.0,8.0,8.0,6.0,23.26,16.28,16.28,16.28,13.95,13.95,7.0,8.0,9.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Political Science/International Affairs 
198,5.0,Female,9,2,9,20,14,14.0,10,1,214.0,0,0.07,0,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,0,6.0,7.0,7.0,6.0,7.0,4.0,4.0,5.0,2.0,23.0,International affairs,13.0,,,,Asian_American,8.0,5.0,China,"10,025",,2.0,2.0,3.0,investment banking,7.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,6.0,,15.38,19.23,17.31,19.23,9.62,19.23,9.0,9.0,9.0,9.0,9.0,9.0,25.64,17.95,12.82,15.38,15.38,12.82,7.0,9.0,7.0,9.0,7.0,,,,,,0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,0.0,16.67,18.75,16.67,16.67,14.58,16.67,6.0,7.0,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,15.0,15.0,20.0,20.0,15.0,15.0,,,,,,,7.0,6.0,7.0,6.0,6.0,6.0,9.0,9.0,8.0,7.0,7.0,,12.0,9.0,9.0,9.0,8.0,,,,,,Political Science/International Affairs 
199,6.0,Female,11,2,9,20,19,19.0,15,1,214.0,0,0.46,1,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,1,8.0,6.0,7.0,6.0,7.0,6.0,7.0,5.0,2.0,30.0,History,7.0,,,,Caucasian_American,2.0,1.0,New York,"10,012","32,649.00",4.0,5.0,3.0,Historian,2.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,4.0,,17.5,17.5,20.0,12.5,20.0,12.5,6.0,5.0,7.0,6.0,7.0,6.0,31.25,15.63,9.38,18.75,9.38,15.63,9.0,7.0,7.0,9.0,9.0,,,,,,0,2.0,10.0,10.0,5.0,6.0,5.0,7.0,8.0,2.0,,24.39,2.44,21.95,14.63,21.95,14.63,9.0,6.0,9.0,6.0,9.0,7.0,3.0,2.0,,,,,,,25.0,11.11,25.0,11.11,22.22,5.56,9.0,2.0,9.0,7.0,9.0,6.0,38.46,7.69,30.77,7.69,7.69,7.69,9.0,6.0,9.0,5.0,9.0,,,,,,1.0,3.0,1.0,1.0,,22.5,17.5,22.5,7.5,22.5,7.5,,,,,,,7.0,8.0,7.0,6.0,9.0,6.0,10.0,7.0,6.0,7.0,4.0,,9.0,7.0,9.0,5.0,9.0,,,,,,History/Religion/Philosophy
200,7.0,Female,13,2,9,20,18,18.0,14,1,214.0,0,0.59,1,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,1,9.0,5.0,6.0,7.0,6.0,5.0,8.0,3.0,2.0,25.0,Business and International Affairs (MBA/MIA Dual Degree),8.0,,,,Caucasian_American,1.0,1.0,Northern California,"95,404","35,867.00",1.0,7.0,2.0,International Development,9.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,,13.21,18.87,18.87,16.98,16.98,15.09,8.0,7.0,7.0,8.0,9.0,8.0,17.02,14.89,14.89,19.15,17.02,17.02,8.0,10.0,8.0,8.0,8.0,,,,,,0,7.0,10.0,10.0,7.0,9.0,,8.0,6.0,2.0,,15.38,19.23,17.31,15.38,17.31,15.38,,,,,,6.0,1.0,2.0,,,,,,,15.38,19.23,17.31,15.38,17.31,15.38,8.0,8.0,8.0,7.0,8.0,8.0,18.18,15.91,15.91,18.18,15.91,15.91,8.0,10.0,8.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business/Econ/Finances
201,8.0,Female,15,2,9,20,9,9.0,5,1,214.0,0,0.21,1,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,1,9.0,7.0,8.0,6.0,8.0,6.0,7.0,6.0,2.0,25.0,QMSS,8.0,,,,Caucasian_American,8.0,8.0,New York,"7,726",,1.0,4.0,2.0,Business,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,,15.38,17.31,17.31,17.31,17.31,15.38,7.0,9.0,7.0,8.0,8.0,7.0,25.71,17.14,14.29,22.86,8.57,11.43,7.0,8.0,9.0,9.0,8.0,,,,,,0,7.0,7.0,8.0,,8.0,,7.0,5.0,2.0,1.0,16.0,18.0,16.0,16.0,16.0,18.0,8.0,8.0,9.0,9.0,8.0,5.0,1.0,2.0,,,,,,,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,7.0,8.0,7.0,20.51,20.51,15.38,15.38,12.82,15.38,8.0,7.0,9.0,9.0,7.0,,,,,,0.0,1.0,0.0,,,16.33,16.33,16.33,16.33,18.37,16.33,,,,,,,6.0,8.0,7.0,6.0,8.0,6.0,9.0,7.0,6.0,6.0,5.0,,7.0,7.0,9.0,9.0,8.0,,,,,,Business/Econ/Finances
202,9.0,Female,17,2,9,20,12,12.0,8,1,214.0,0,0.16,1,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,1,9.0,8.0,9.0,9.0,9.0,6.0,9.0,8.0,2.0,22.0,Mathematics,2.0,,,,Caucasian_American,8.0,5.0,"Silver Spring, MD","20,903","40,244.00",2.0,6.0,2.0,college professor,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,,15.38,19.23,19.23,19.23,15.38,11.54,8.0,9.0,6.0,9.0,9.0,5.0,21.43,16.67,9.52,21.43,14.29,16.67,7.0,10.0,9.0,10.0,8.0,,,,,,0,7.0,9.0,8.0,8.0,7.0,5.0,8.0,7.0,2.0,3.0,16.0,20.0,20.0,18.0,14.0,12.0,7.0,10.0,10.0,10.0,9.0,5.0,3.0,2.0,,,,,,,15.69,19.61,19.61,15.69,15.69,13.73,7.0,9.0,8.0,9.0,8.0,8.0,20.45,18.18,13.64,18.18,13.64,15.91,8.0,10.0,10.0,9.0,8.0,,,,,,1.0,1.0,1.0,2.0,,13.73,19.61,19.61,17.65,15.69,13.73,,,,,,,8.0,9.0,8.0,9.0,9.0,8.0,9.0,8.0,7.0,9.0,7.0,,8.0,12.0,12.0,9.0,8.0,,,,,,Math
203,10.0,Female,19,2,9,20,11,11.0,7,1,214.0,0,0.03,1,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,1,9.0,8.0,9.0,8.0,7.0,6.0,9.0,8.0,2.0,22.0,Mathematics,2.0,,,,Caucasian_American,4.0,10.0,Vestal,"13,850","42,640.00",6.0,6.0,2.0,college professor,2.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,3.0,,16.0,20.0,18.0,20.0,18.0,8.0,6.0,9.0,7.0,6.0,8.0,4.0,23.68,18.42,10.53,18.42,13.16,15.79,9.0,8.0,9.0,10.0,7.0,,,,,,0,3.0,6.0,7.0,5.0,7.0,,3.0,6.0,2.0,,15.69,19.61,19.61,19.61,19.61,5.88,10.0,7.0,10.0,10.0,10.0,5.0,3.0,2.0,,,,,,,16.0,18.0,20.0,20.0,20.0,6.0,6.0,10.0,7.0,8.0,8.0,6.0,20.45,18.18,13.64,18.18,15.91,13.64,10.0,7.0,10.0,10.0,10.0,,,,,,0.0,0.0,0.0,,,18.37,16.33,20.41,20.41,18.37,6.12,,,,,,,7.0,9.0,9.0,8.0,8.0,6.0,10.0,8.0,7.0,8.0,6.0,,9.0,7.0,12.0,12.0,9.0,,,,,,Math
204,11.0,Female,21,2,9,20,17,17.0,13,1,214.0,0,0.5,1,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,1,9.0,7.0,8.0,8.0,6.0,6.0,8.0,6.0,2.0,26.0,business,8.0,,,,Caucasian_American,8.0,6.0,Texas & Boston,"77,095","52,388.00",3.0,5.0,1.0,marketing / brand management,7.0,10.0,5.0,9.0,9.0,10.0,10.0,3.0,1.0,9.0,8.0,4.0,5.0,5.0,3.0,8.0,10.0,7.0,4.0,,19.61,15.69,17.65,15.69,17.65,13.73,8.0,5.0,7.0,7.0,5.0,5.0,31.25,9.38,9.38,31.25,3.13,15.63,9.0,5.0,9.0,10.0,10.0,,,,,,0,5.0,6.0,7.0,8.0,7.0,6.0,7.0,6.0,2.0,2.0,17.54,14.04,17.54,17.54,17.54,15.79,8.0,10.0,8.0,10.0,10.0,4.0,1.0,3.0,,,,,,,17.86,16.07,17.86,16.07,16.07,16.07,9.0,7.0,7.0,8.0,5.0,8.0,21.74,19.57,15.22,21.74,4.35,17.39,10.0,8.0,10.0,9.0,8.0,,,,,,0.0,0.0,0.0,,,18.52,14.81,16.67,18.52,14.81,16.67,,,,,,,10.0,7.0,8.0,9.0,7.0,7.0,10.0,6.0,4.0,10.0,2.0,,9.0,8.0,12.0,9.0,12.0,,,,,,Business/Econ/Finances
205,12.0,Female,23,2,9,20,13,13.0,9,1,214.0,0,0.32,1,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,1,10.0,9.0,8.0,8.0,6.0,6.0,8.0,6.0,2.0,23.0,climate change,10.0,,,,Caucasian_American,5.0,5.0,England,0,,1.0,7.0,1.0,academic,2.0,8.0,2.0,6.0,8.0,6.0,6.0,7.0,2.0,6.0,9.0,3.0,3.0,8.0,5.0,6.0,3.0,5.0,5.0,,15.38,17.31,19.23,19.23,11.54,17.31,10.0,7.0,7.0,9.0,7.0,9.0,21.43,11.9,11.9,19.05,19.05,16.67,7.0,8.0,9.0,10.0,5.0,,,,,,0,5.0,6.0,7.0,6.0,7.0,5.0,6.0,6.0,2.0,,18.18,18.18,18.18,18.18,11.36,15.91,8.0,8.0,9.0,8.0,5.0,9.0,3.0,3.0,,,,,,,18.75,14.58,20.83,18.75,12.5,14.58,9.0,7.0,7.0,8.0,7.0,9.0,19.15,14.89,14.89,17.02,14.89,19.15,8.0,7.0,10.0,10.0,7.0,,,,,,0.0,1.0,0.0,,,16.67,16.67,16.67,16.67,16.67,16.67,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,12.0,12.0,12.0,12.0,12.0,,,,,,Biological Sciences/Chemistry/Physics
206,13.0,Female,25,2,9,20,16,16.0,12,1,214.0,0,0.0,0,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,0,7.0,8.0,8.0,5.0,7.0,5.0,7.0,7.0,2.0,31.0,Public Administration,8.0,,,,African American,2.0,2.0,Cameroon,,,1.0,5.0,1.0,UN Civil Servant,9.0,5.0,5.0,5.0,9.0,7.0,7.0,7.0,7.0,9.0,9.0,5.0,7.0,7.0,7.0,9.0,5.0,7.0,6.0,,14.58,16.67,20.83,18.75,16.67,12.5,9.0,7.0,8.0,10.0,8.0,9.0,18.0,16.0,18.0,20.0,16.0,12.0,8.0,8.0,8.0,8.0,8.0,,,,,,0,5.0,7.0,7.0,6.0,9.0,1.0,4.0,4.0,2.0,4.0,15.22,19.57,21.74,15.22,13.04,15.22,8.0,9.0,9.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,1.0,1.0,0.0,15.91,15.91,20.45,15.91,15.91,15.91,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,,7.0,9.0,8.0,7.0,9.0,,,,,,Business/Econ/Finances
207,14.0,Female,27,2,9,20,4,4.0,20,1,214.0,0,0.32,1,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,1,10.0,8.0,8.0,8.0,8.0,6.0,9.0,6.0,2.0,23.0,MA Biotechnology,10.0,,,,Caucasian_American,9.0,5.0,New Jersey,"7,719",,1.0,3.0,1.0,IP Law,1.0,10.0,8.0,8.0,7.0,5.0,5.0,2.0,3.0,4.0,3.0,7.0,7.0,6.0,5.0,7.0,9.0,6.0,6.0,,17.31,13.46,17.31,19.23,19.23,13.46,9.0,9.0,9.0,10.0,7.0,7.0,18.37,16.33,16.33,18.37,16.33,14.29,8.0,8.0,10.0,8.0,9.0,,,,,,0,4.0,6.0,6.0,4.0,4.0,4.0,4.0,8.0,2.0,,17.65,13.73,17.65,19.61,19.61,11.76,9.0,7.0,9.0,10.0,9.0,3.0,3.0,3.0,,,,,,,16.67,14.81,16.67,18.52,18.52,14.81,9.0,9.0,10.0,10.0,9.0,9.0,18.87,13.21,16.98,18.87,15.09,16.98,9.0,7.0,9.0,10.0,9.0,,,,,,0.0,2.0,0.0,,,16.67,14.81,16.67,18.52,18.52,14.81,,,,,,,9.0,10.0,9.0,10.0,10.0,9.0,10.0,8.0,8.0,10.0,8.0,,9.0,8.0,12.0,12.0,12.0,,,,,,Biological Sciences/Chemistry/Physics
208,15.0,Female,29,2,9,20,15,15.0,11,1,214.0,0,0.36,0,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,1,8.0,9.0,8.0,7.0,8.0,6.0,7.0,7.0,2.0,25.0,MA Biotechnology,10.0,,,,African American,2.0,1.0,PA,"18,929","62,875.00",2.0,4.0,3.0,Biotech/business,7.0,9.0,7.0,7.0,9.0,10.0,10.0,10.0,5.0,8.0,8.0,5.0,7.0,9.0,10.0,10.0,9.0,8.0,5.0,,11.54,13.46,19.23,19.23,19.23,17.31,9.0,7.0,6.0,8.0,7.0,7.0,23.26,16.28,13.95,16.28,13.95,16.28,9.0,10.0,10.0,10.0,10.0,,,,,,0,5.0,8.0,8.0,8.0,8.0,7.0,6.0,5.0,2.0,,12.5,17.86,17.86,17.86,17.86,16.07,9.0,10.0,10.0,10.0,10.0,5.0,1.0,2.0,,,,,,,12.5,17.86,17.86,17.86,17.86,16.07,9.0,7.0,5.0,7.0,6.0,7.0,20.0,18.0,16.0,16.0,14.0,16.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biological Sciences/Chemistry/Physics
209,16.0,Female,31,2,9,20,20,20.0,16,1,214.0,0,0.13,0,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,0,7.0,8.0,8.0,7.0,8.0,6.0,7.0,6.0,2.0,28.0,International Affairs/Business,13.0,,,,African American,7.0,3.0,New York,"12,601","30,855.00",3.0,6.0,2.0,Country Analysis/Research/Credit Analysis,7.0,3.0,2.0,6.0,8.0,5.0,5.0,6.0,8.0,8.0,3.0,6.0,7.0,8.0,7.0,10.0,3.0,3.0,7.0,,13.04,21.74,17.39,17.39,15.22,15.22,7.0,7.0,8.0,7.0,8.0,8.0,20.93,13.95,13.95,18.6,13.95,18.6,7.0,9.0,8.0,7.0,8.0,,,,,,0,6.0,5.0,5.0,6.0,5.0,5.0,,,,0.0,13.04,19.57,15.22,19.57,15.22,17.39,7.0,9.0,7.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Political Science/International Affairs 
210,17.0,Female,33,2,9,20,1,1.0,17,1,214.0,1,0.41,1,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,1,9.0,8.0,8.0,8.0,8.0,7.0,10.0,8.0,2.0,29.0,Ecology,10.0,,,,Caucasian_American,10.0,4.0,Atlanta,"30,345","46,800.00",2.0,6.0,3.0,scientific research,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,5.0,,20.0,15.56,20.0,15.56,11.11,17.78,9.0,8.0,4.0,8.0,4.0,9.0,25.0,22.22,13.89,13.89,2.78,22.22,8.0,8.0,6.0,9.0,9.0,,,,,,1,7.0,10.0,4.0,5.0,,6.0,7.0,7.0,2.0,1.0,25.64,10.26,15.38,20.51,10.26,17.95,8.0,8.0,7.0,8.0,7.0,4.0,1.0,2.0,,,,,,,20.0,15.56,17.78,17.78,11.11,17.78,9.0,5.0,5.0,8.0,3.0,7.0,27.03,13.51,13.51,21.62,8.11,16.22,7.0,7.0,6.0,6.0,6.0,,,,,,0.0,1.0,0.0,0.0,,22.5,15.0,15.0,12.5,15.0,20.0,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0,4.0,9.0,4.0,,7.0,6.0,8.0,6.0,6.0,,,,,,Biological Sciences/Chemistry/Physics
211,18.0,Female,35,2,9,20,7,7.0,3,1,214.0,0,0.0,1,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,1,8.0,7.0,7.0,6.0,8.0,6.0,6.0,5.0,2.0,28.0,International Affairs,13.0,,,,Caucasian_American,9.0,1.0,Bulgaria,0,,2.0,4.0,1.0,Humanitarian Affairs/Human Rights,9.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,5.0,,16.36,16.36,18.18,18.18,16.36,14.55,8.0,8.0,10.0,10.0,8.0,7.0,16.0,16.0,18.0,20.0,14.0,16.0,7.0,9.0,9.0,9.0,9.0,,,,,,0,6.0,8.0,10.0,7.0,9.0,2.0,7.0,6.0,2.0,2.0,16.36,18.18,16.36,18.18,16.36,14.55,,,,,,2.0,3.0,2.0,,,,,,,14.81,14.81,18.52,18.52,16.67,16.67,8.0,8.0,9.0,10.0,9.0,9.0,18.0,16.0,16.0,18.0,16.0,16.0,9.0,9.0,10.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Political Science/International Affairs 
212,19.0,Female,37,2,9,20,10,10.0,6,1,214.0,0,0.48,0,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,1,9.0,9.0,9.0,8.0,8.0,6.0,8.0,6.0,,27.0,Master in Public Administration,8.0,,,,Hispanic_American,3.0,6.0,New York City,"11,364","45,695.00",1.0,5.0,2.0,Finance,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0,5.0,,14.29,18.37,18.37,16.33,18.37,14.29,9.0,6.0,6.0,9.0,6.0,6.0,22.5,15.0,15.0,22.5,12.5,12.5,7.0,9.0,7.0,8.0,9.0,,,,,,0,6.0,7.0,8.0,7.0,9.0,5.0,6.0,5.0,2.0,7.0,17.07,19.51,19.51,9.76,17.07,17.07,7.0,8.0,7.0,7.0,8.0,7.0,1.0,2.0,,,,,,,14.89,19.15,19.15,14.89,17.02,14.89,8.0,6.0,6.0,8.0,6.0,6.0,20.51,15.38,15.38,20.51,15.38,12.82,7.0,8.0,7.0,7.0,8.0,,,,,,0.0,4.0,1.0,3.0,,15.22,17.39,17.39,17.39,17.39,15.22,,,,,,,8.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,6.0,8.0,6.0,,7.0,8.0,8.0,7.0,8.0,,,,,,Business/Econ/Finances
213,20.0,Female,39,2,9,20,8,8.0,4,1,214.0,0,0.38,0,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,1,8.0,8.0,8.0,7.0,9.0,6.0,8.0,3.0,2.0,25.0,International Affairs,13.0,,,,Hispanic_American,9.0,10.0,New York Area/ New Jersey,"7,410",,2.0,4.0,2.0,International Business,7.0,8.0,7.0,9.0,8.0,8.0,7.0,6.0,7.0,7.0,8.0,7.0,10.0,10.0,8.0,9.0,8.0,5.0,7.0,,15.52,17.24,17.24,17.24,17.24,15.52,9.0,10.0,10.0,10.0,10.0,9.0,18.18,18.18,16.36,18.18,14.55,14.55,8.0,10.0,9.0,9.0,9.0,,,,,,0,8.0,9.0,10.0,7.0,7.0,6.0,8.0,6.0,2.0,,16.07,17.86,17.86,16.07,17.86,14.29,8.0,10.0,8.0,9.0,9.0,4.0,3.0,3.0,,,,,,,16.36,18.18,18.18,16.36,16.36,14.55,9.0,10.0,9.0,9.0,9.0,9.0,19.61,15.69,15.69,17.65,15.69,15.69,8.0,10.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Political Science/International Affairs 
214,1.0,Male,2,2,9,20,2,5.0,18,1,194.0,0,-0.22,1,24.0,2.0,16.0,16.0,20.0,16.0,18.0,14.0,1,7.0,8.0,10.0,8.0,10.0,7.0,7.0,5.0,2.0,23.0,Computational Biochemsistry,10.0,,,,Caucasian_American,6.0,8.0,Philadelphia,"19,046","46,792.00",1.0,6.0,2.0,Research Scientist,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0,6.0,,17.02,21.28,17.02,21.28,14.89,8.51,10.0,7.0,7.0,8.0,6.0,3.0,14.58,20.83,16.67,18.75,16.67,12.5,8.0,10.0,10.0,9.0,8.0,,,,,,0,7.0,8.0,6.0,7.0,8.0,3.0,5.0,4.0,2.0,,,,,,,,,,,,,9.0,3.0,3.0,,,,,,,17.02,21.28,19.15,19.15,14.89,8.51,9.0,7.0,7.0,8.0,6.0,6.0,16.33,20.41,16.33,16.33,18.37,12.24,8.0,10.0,9.0,9.0,8.0,,,,,,1.0,0.0,0.0,,,16.67,20.83,16.67,20.83,14.58,10.42,,,,,,,8.0,10.0,8.0,10.0,7.0,5.0,8.0,10.0,8.0,10.0,7.0,,8.0,12.0,8.0,12.0,6.0,,,,,,Biological Sciences/Chemistry/Physics
215,2.0,Male,4,2,9,20,2,3.0,20,1,194.0,0,0.74,0,24.0,2.0,16.0,16.0,20.0,16.0,18.0,14.0,1,9.0,9.0,9.0,9.0,9.0,7.0,8.0,6.0,2.0,26.0,MBA,8.0,,,,Asian_American,3.0,1.0,Baltimore,"21,093","53,501.00",1.0,4.0,1.0,Finance,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0,7.0,,14.89,19.15,21.28,19.15,14.89,10.64,10.0,9.0,6.0,10.0,3.0,8.0,11.63,23.26,16.28,20.93,11.63,16.28,7.0,8.0,9.0,9.0,9.0,,,,,,0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,6.0,2.0,,15.56,17.78,20.0,20.0,15.56,11.11,7.0,9.0,9.0,8.0,9.0,6.0,1.0,2.0,,,,,,,17.39,15.22,19.57,19.57,15.22,13.04,10.0,6.0,5.0,10.0,4.0,8.0,12.77,17.02,19.15,19.15,14.89,17.02,7.0,7.0,9.0,8.0,9.0,,,,,,3.0,0.0,0.0,,,14.58,14.58,18.75,18.75,18.75,14.58,,,,,,,9.0,7.0,6.0,9.0,4.0,8.0,6.0,7.0,8.0,9.0,8.0,,7.0,6.0,9.0,8.0,9.0,,,,,,Business/Econ/Finances
